Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,4.64E-03,-6.24E-04,3.78E-03,2.38E-02
1,4.45E-03,-6.50E-04,3.85E-03,4.08E-02
2,4.59E-03,-8.06E-04,3.74E-03,3.12E-02
3,3.69E-03,7.35E-05,4.15E-03,2.00E-01
4,3.58E-03,-1.43E-04,4.17E-03,2.59E-01
5,3.80E-03,-1.17E-04,4.13E-03,1.56E-01
6,3.74E-03,2.00E-03,3.26E-03,2.16E-01
7,3.67E-03,1.86E-03,3.43E-03,2.45E-01
8,3.85E-03,1.83E-03,3.39E-03,1.63E-01
9,3.71E-03,1.49E-03,3.70E-03,2.19E-01
10,3.64E-03,1.32E-03,3.83E-03,2.36E-01
11,3.85E-03,1.34E-03,3.75E-03,1.57E-01
12,3.94E-03,-2.16E-03,2.90E-03,1.84E-01
13,4.04E-03,-2.22E-03,2.73E-03,1.67E-01
14,4.09E-03,-2.09E-03,2.89E-03,1.48E-01
15,3.90E-03,1.03E-04,4.11E-03,1.21E-01
16,4.75E-03,-3.10E-04,3.82E-03,1.12E-02
17,4.85E-03,-6.03E-05,3.81E-03,7.50E-03
18,4.62E-03,-9.05E-05,3.90E-03,2.07E-02
19,3.73E-03,-3.58E-04,4.11E-03,1.78E-01
20,5.16E-03,1.48E-03,2.86E-03,5.27E-02
21,5.09E-03,1.38E-03,3.06E-03,4.36E-02
22,5.26E-03,1.30E-03,2.97E-03,4.04E-02
23,4.74E-03,1.19E-04,3.85E-03,9.38E-03
24,4.97E-03,-2.53E-04,3.73E-03,2.84E-03
25,3.67E-03,-1.69E-03,3.53E-03,2.68E-01
26,3.90E-03,-1.66E-03,3.48E-03,1.77E-01
27,3.81E-03,-1.52E-03,3.62E-03,1.95E-01
28,3.75E-03,1.69E-03,3.55E-03,1.99E-01
29,5.60E-03,-2.88E-04,3.29E-03,9.66E-03
30,5.75E-03,-1.84E-04,3.15E-03,1.04E-02
31,5.63E-03,-5.98E-05,3.29E-03,1.11E-02
32,4.06E-03,-2.30E-03,2.55E-03,1.70E-01
33,4.25E-03,-2.20E-03,2.57E-03,1.37E-01
34,3.21E-03,-6.96E-04,4.14E-03,7.05E-01
35,3.43E-03,-5.68E-04,4.13E-03,3.79E-01
36,3.29E-03,-4.24E-04,4.18E-03,5.18E-01
37,3.57E-03,1.61E-03,3.66E-03,3.10E-01
38,4.47E-03,2.06E-03,2.69E-03,9.97E-02
39,4.61E-03,1.90E-03,2.81E-03,8.56E-02
40,4.61E-03,2.03E-03,2.59E-03,9.54E-02
41,5.50E-03,6.47E-04,3.26E-03,1.69E-02
42,5.40E-03,8.29E-04,3.26E-03,2.17E-02
43,5.33E-03,6.91E-04,3.39E-03,1.75E-02
44,4.22E-03,-5.67E-04,3.95E-03,6.31E-02
45,4.27E-03,-7.97E-04,3.86E-03,6.49E-02
46,4.16E-03,1.24E-04,4.04E-03,8.13E-02
47,4.39E-03,2.41E-04,3.97E-03,4.44E-02
48,4.21E-03,3.98E-04,4.00E-03,7.82E-02
49,4.00E-03,1.93E-03,3.21E-03,1.38E-01
50,3.81E-03,5.14E-04,4.08E-03,1.53E-01
51,4.03E-03,5.73E-04,4.01E-03,1.06E-01
52,3.85E-03,7.51E-04,4.01E-03,1.45E-01
53,3.38E-03,-5.59E-05,4.20E-03,3.82E-01
54,3.40E-03,-2.40E-04,4.19E-03,3.71E-01
55,3.94E-03,1.53E-03,3.60E-03,1.39E-01
56,3.53E-03,-8.75E-04,4.03E-03,3.07E-01
57,3.74E-03,-8.77E-04,3.98E-03,1.88E-01
58,3.65E-03,-6.30E-04,4.08E-03,2.42E-01
59,3.60E-03,6.89E-04,4.08E-03,2.42E-01
60,4.09E-03,-7.53E-04,3.93E-03,9.47E-02
61,3.23E-03,-1.82E-04,4.22E-03,5.55E-01
62,3.64E-03,9.44E-04,3.99E-03,2.25E-01
63,4.93E-03,-1.03E-03,3.44E-03,2.43E-02
64,4.91E-03,-1.22E-03,3.31E-03,3.27E-02
65,5.08E-03,-1.08E-03,3.30E-03,2.38E-02
66,3.77E-03,1.14E-03,3.88E-03,1.81E-01
67,3.41E-03,8.55E-04,4.07E-03,3.83E-01
